PDAcroForm,SimplexTableau,BundleRevisionImpl,PolygonsSet,PolyhedronsSet,MathUtils,ArgumentMatchingTool,Invocation,ResourceUser,ClassUtils,ReturnsEmptyValues,BisectionSolver,Node,PDICCBased,ClassUtilsTest,Pointers,PDAcroFrom2995,DefaultIntervalCategoryDataset,DETECT_CYCLE_TEST,Matchers,DETECT_CYCLE,CategoryPlot,LocaleUtils,DatasetUtilities,Hello,CollatingIterator,SubLine-b,ExceptionClient,TypeCheck,REVERSE_LINKED_LIST,StringUtils,ExceptionThrower,XYPlot,SubLine,Resource,ContentDispositionFilter,StrBuilder,Resources,RuntimeNullPointer,NullReferenceException,REVERSE_LINKED_LIST_TEST,FilterListIterator
9.761099463561726e+19,8.04074932545911e+19,9.406030799398439e+19,8.040749325462566e+19,9.406030799397593e+19,1.0103697841681957e+20,1.304381782528682e+20,8.652289912064883e+19,1.60814986508296e+20,8.453360104308993e+19,0.0,1.3680471549082352e+20,1.554350283918645e+20,1.059684769559567e+20,1.416921298030606e+20,1.639582476923778e+20,9.933875699181181e+19,8.846747673104743e+19,1.608149865085033e+20,1.1068046444209999e+20,1.7205977426968117e+20,5.5340232221112934e+19,1.1371336747689936e+20,8.846747673110166e+19,1.4048621740694417e+20,9.585209390943332e+19,1.2780279187907458e+20,1.7789395752249557e+20,7.14439325891755e+19,1.759707231029868e+20,6.390139593973724e+19,1.8630298286680313e+20,5.534023222111127e+19,1.1220716365734516e+20,1.6906720208514374e+20,9.22337203684303e+19,7.1443932589166354e+19,1.6186952230927965e+20,1.6704237213089517e+20,1.934710840408415e+20,1.5433653386093825e+20,1.1371336747692435e+20
9.933875699181937e+19,7.605787426457064e+19,8.04074932545331e+19,7.378697629477277e+19,9.406030799395691e+19,8.040749325456297e+19,1.3302136324574993e+20,9.585209390953649e+19,1.6395824769262338e+20,8.040749325450977e+19,1.251119054217449e+20,0.0,1.4986205729466293e+20,8.846747673105808e+19,1.4169212980307393e+20,1.6499269484832398e+20,9.585209390953664e+19,9.223372036838254e+19,1.5652581390317968e+20,1.1220716365740216e+20,1.608149865081811e+20,5.833372668711629e+19,1.1519987981692769e+20,8.652289912068e+19,1.3173610254163635e+20,9.761099463559188e+19,1.2236185739194622e+20,1.7402623553746928e+20,7.144393258918566e+19,1.618695223089051e+20,4.880549731787236e+19,1.8446744073480965e+20,4.8805497317874704e+19,1.0435054260242571e+20,1.6704237213079906e+20,9.58520939095406e+19,7.3786976294788055e+19,1.6395824769272768e+20,1.5975348984823523e+20,1.8630298286552927e+20,1.4872240533835366e+20,1.0756207731004732e+20
7.3786976294711935e+19,6.3901395939745186e+19,5.2175271301235876e+19,5.2175271301290476e+19,6.9021396225216315e+19,7.378697629472258e+19,1.195485650711866e+20,7.144393258912152e+19,1.4524980808543396e+20,6.6510681623033315e+19,1.0435054260231643e+20,1.1519987981693087e+20,0.0,6.390139593964249e+19,1.264645058708415e+20,1.4872240533808923e+20,7.378697629472721e+19,6.390139593968368e+19,1.3429432395531646e+20,9.037022079246829e+19,1.3926986362526297e+20,2.6087635650661245e+19,9.40603079937967e+19,6.118092869611256e+19,1.1220716365717982e+20,7.378697629471934e+19,1.0103697841666687e+20,1.5760905045303257e+20,4.1248173712325706e+19,1.4407367692210674e+20,3.1950697969873015e+19,1.7693495346022924e+20,1.8446744073703848e+19,8.453360104312028e+19,1.5211574852803487e+20,5.534023222103298e+19,6.1180928696160944e+19,1.4641649195295896e+20,1.4288786517730566e+20,1.8812061598487967e+20,1.2780279187883737e+20,9.406030799384887e+19
1.3043817825313782e+20,1.0103697841685407e+20,1.1811679407993795e+20,1.0270712426377884e+20,1.2374452113690667e+20,1.2374452113692759e+20,1.6906720208595622e+20,1.2912720851579344e+20,1.8721400533200277e+20,1.291272085158142e+20,1.5543502839204944e+20,1.6499269484891537e+20,1.844674407363512e+20,0.0,1.7789395752347107e+20,1.9081460442024762e+20,1.2780279187936613e+20,1.3043817825312745e+20,1.8630298286817804e+20,1.4407367692297221e+20,1.881206159869064e+20,7.605787426461652e+19,1.597534898490234e+20,1.1954856507148586e+20,1.5868489263941717e+20,1.4169212980352126e+20,1.649926948488782e+20,1.943485084262117e+20,9.40603079940496e+19,1.9170418781795664e+20,8.249634742467305e+19,2.0038293164762553e+20,5.833372668711828e+19,1.428878651781594e+20,1.9258966221951163e+20,1.2780279187939688e+20,1.0913240967839485e+20,1.8446744073610353e+20,1.8630298286783994e+20,2.0123022054879707e+20,1.8074044158426582e+20,1.509931077354123e+20
7.82629069518372e+19,5.8333726687091155e+19,7.144393258915617e+19,4.124817371230803e+19,5.83337266870699e+19,6.651068162301305e+19,1.0756207730996055e+20,5.833372668702142e+19,1.440736769224762e+20,5.534023222107504e+19,1.0913240967818573e+20,1.1371336747678807e+20,1.2374452113658207e+20,6.9021396225188635e+19,0.0,1.521157485281901e+20,7.826290695184951e+19,5.534023222106064e+19,1.416921298031603e+20,8.453360104310225e+19,1.5543502839158473e+20,2.6087635650657722e+19,9.933875699168574e+19,4.518511039619766e+19,1.1220716365725622e+20,6.902139622513809e+19,1.027071242635273e+20,1.6499269484787833e+20,4.8805497317834785e+19,1.576090504536106e+20,3.1950697969867776e+19,1.7693495346019454e+20,1.8446744073701016e+19,7.605787426452459e+19,1.5760905045352412e+20,4.880549731778272e+19,4.518511039625371e+19,1.3926986362562558e+20,1.4757395258860503e+20,1.835427860852793e+20,1.3173610254142723e+20,8.652289912053775e+19
4.124817371231114e+19,5.5340232221072785e+19,4.124817371231164e+19,4.124817371231238e+19,5.5340232221043876e+19,5.217527130127331e+19,8.652289912058103e+19,5.2175271301263925e+19,1.3173610254134413e+20,4.124817371227015e+19,9.76109946355538e+19,8.040749325446513e+19,1.0913240967805523e+20,4.518511039622714e+19,1.1666745337375646e+20,0.0,3.6893488147370144e+19,5.217527130125222e+19,1.22361857391842e+20,6.902139622521716e+19,1.2374452113622296e+20,3.689348814740718e+19,6.902139622512884e+19,5.534023222107263e+19,9.406030799387353e+19,5.217527130122094e+19,9.223372036827259e+19,1.428878651770879e+20,3.6893488147399197e+19,1.3043817825235398e+20,2.6087635650657382e+19,1.543365338599116e+20,3.195069796986566e+19,7.1443932589073285e+19,1.4288786517732339e+20,5.8333726687075656e+19,3.68934881474057e+19,1.2236185739177396e+20,1.122071636567628e+20,1.710680670204579e+20,1.1068046444173373e+20,6.118092869603161e+19
7.3786976294749315e+19,1.02707124263752e+20,1.0913240967834885e+20,1.0270712426378641e+20,1.2780279187938935e+20,1.223618573922525e+20,1.6602069666283323e+20,1.29127208515805e+20,1.8812061598714128e+20,1.1519987981710852e+20,1.5975348984896674e+20,1.6186952230963413e+20,1.7402623553848112e+20,1.3173610254189804e+20,1.7693495346155687e+20,1.8721400533181455e+20,0.0,1.3555533118869922e+20,1.8261344955369642e+20,1.4524980808605424e+20,1.8538748355412928e+20,8.249634742468482e+19,1.4872240533872083e+20,1.1371336747704789e+20,1.7007057707937844e+20,1.342943239557828e+20,1.6186952230960477e+20,1.9258966221909256e+20,8.040749325462187e+19,1.899208542869915e+20,7.605787426459863e+19,1.9522198926907726e+20,5.53402322211061e+19,1.4757395258940049e+20,1.90814604420083e+20,1.2511190542198961e+20,1.1220716365749046e+20,1.8721400533211857e+20,1.86302982867854e+20,1.9867751398022034e+20,1.8167935928717836e+20,1.565258139036606e+20
1.3043817825310014e+20,1.0270712426378373e+20,1.1666745337413704e+20,9.933875699186233e+19,1.2646450587118866e+20,1.2374452113688542e+20,1.69067202085981e+20,1.1666745337409316e+20,1.8354278608752365e+20,1.1519987981712182e+20,1.5868489263950083e+20,1.5868489263940557e+20,1.7500118006065647e+20,1.237445211368857e+20,1.730457982407437e+20,1.853874835541367e+20,1.2780279187933813e+20,0.0,1.8261344955371245e+20,1.5099310773554738e+20,1.899208542871042e+20,6.390139593974517e+19,1.498620572949072e+20,9.933875699184265e+19,1.6186952230963554e+20,1.304381782530556e+20,1.576090504541336e+20,1.9258966221908378e+20,8.24963474246499e+19,1.9522198927024737e+20,7.1443932589189054e+19,1.9953204486694044e+20,5.217527130132116e+19,1.4048621740700357e+20,1.863029828676533e+20,1.1519987981712864e+20,9.585209390956205e+19,1.8538748355446453e+20,1.8446744073581488e+20,2.0038293164640315e+20,1.750011800604659e+20,1.4288786517809897e+20
6.651068162302713e+19,4.8805497317841445e+19,4.12481737123179e+19,4.880549731784274e+19,5.83337266870582e+19,6.118092869612678e+19,9.933875699167758e+19,4.88054973178552e+19,1.2511190542153019e+20,4.518511039623949e+19,8.453360104302145e+19,9.223372036824737e+19,1.1068046444177506e+20,6.118092869613103e+19,1.0270712426335905e+20,1.3173610254100972e+20,6.651068162303249e+19,4.8805497317817565e+19,0.0,7.144393258912322e+19,1.330213632454268e+20,1.8446744073707368e+19,8.040749325448258e+19,4.880549731783897e+19,6.651068162295137e+19,6.651068162298312e+19,9.585209390938117e+19,1.4407367692176392e+20,4.518511039625788e+19,1.3555533118797288e+20,3.195069796987596e+19,1.6602069666135743e+20,1.8446744073706047e+19,7.8262906951843e+19,1.3555533118787143e+20,4.518511039626695e+19,4.124817371232209e+19,1.2511190542149286e+20,1.1519987981630947e+20,1.8074044158195558e+20,5.217527130098845e+19,7.605787426441452e+19
1.3173610254187427e+20,1.0270712426377257e+20,1.151998798171751e+20,9.40603079940338e+19,1.1954856507147844e+20,1.122071636574287e+20,1.487224053385659e+20,1.1811679407992855e+20,1.7884781936099495e+20,1.0103697841675857e+20,1.4872240533869376e+20,1.5323016451530257e+20,1.730457982407702e+20,1.2646450587115722e+20,1.6704237213129386e+20,1.8354278608734224e+20,1.2780279187936579e+20,1.1519987981707823e+20,1.7884781936113068e+20,0.0,1.8167935928678623e+20,6.651068162309209e+19,1.4407367692282411e+20,1.0913240967837065e+20,1.597534898489175e+20,1.3804279245039115e+20,1.554350283919972e+20,1.8902287831369584e+20,8.249634742464905e+19,1.844674407357263e+20,7.144393258919149e+19,1.9609157927131067e+20,5.217527130131911e+19,1.404862174070489e+20,1.853874835539902e+20,1.137133674769873e+20,9.037022079250873e+19,1.76934953461378e+20,1.778939575229509e+20,1.9781929176513384e+20,1.730457982405792e+20,1.4407367692284694e+20
6.118092869611799e+19,4.880549731786157e+19,4.124817371233768e+19,3.195069796986526e+19,5.217527130126496e+19,4.124817371230804e+19,7.378697629459609e+19,5.534023222106466e+19,1.1666745337367658e+20,3.1950697969870004e+19,6.902139622508231e+19,7.378697629461391e+19,1.0270712426348465e+20,4.880549731782597e+19,9.22337203681047e+19,1.1666745337337333e+20,5.534023222103767e+19,4.880549731783923e+19,9.585209390921384e+19,7.378697629470433e+19,0.0,1904607586.3319798,5.5340232220864725e+19,2.608763565063394e+19,7.605787426438863e+19,6.3901395939672515e+19,7.8262906951672e+19,1.4169212980238605e+20,1.8446744073671813e+19,8.846747673067507e+19,1.844674407370885e+19,1.6395824769169152e+20,1932119859.9253821,6.390139593963159e+19,1.3680471549029764e+20,4.518511039624766e+19,4.124817371232272e+19,1.0913240967794306e+20,1.1220716365667038e+20,1.710680670204041e+20,7.60578742642378e+19,5.217527130120421e+19
1.7979662081746384e+20,1.6395824769342213e+20,1.7304579824127784e+20,1.6081498650917745e+20,1.7304579824128842e+20,1.7007057707962194e+20,1.952219892708853e+20,1.8167935928782805e+20,2.037509478845764e+20,1.7106806702338313e+20,1.8721400533249445e+20,1.890228783149113e+20,2.0038293164917047e+20,1.7979662081749293e+20,1.9609157927280676e+20,2.0123022055103024e+20,1.7884781936177355e+20,1.778939575239722e+20,2.02914184809716e+20,1.8721400533275437e+20,2.0207395683248816e+20,0.0,1.9081460442100118e+20,1.6704237213191317e+20,1.9609157927311242e+20,1.8167935928771887e+20,1.9258966222031798e+20,2.0375094788377376e+20,1.5868489263985643e+20,2.020739568323949e+20,1.4986205729524207e+20,2.0788424807544308e+20,6.390139593974658e+19,1.844674407367158e+20,2.020739568323009e+20,1.7597072310392436e+20,1.670423721319417e+20,2.003829316489248e+20,2.0291418480939676e+20,2.0624086855798548e+20,1.9867751398285902e+20,1.8538748355496165e+20
9.585209390947063e+19,8.249634742463683e+19,8.846747673103799e+19,7.605787426458801e+19,9.406030799396779e+19,9.037022079248399e+19,1.4048621740687316e+20,9.585209390954475e+19,1.7007057707887906e+20,8.249634742459762e+19,1.3429432395572588e+20,1.3680471549081082e+20,1.5543502839183452e+20,9.223372036838634e+19,1.4872240533840042e+20,1.7106806702243978e+20,9.585209390947918e+19,9.223372036839327e+19,1.6704237213126957e+20,1.1666745337409685e+20,1.7402623553807814e+20,5.21752713013064e+19,0.0,9.037022079251325e+19,1.4048621740682589e+20,9.933875699171833e+19,1.3555533118848549e+20,1.816793592863058e+20,5.217527130128121e+19,1.7789395752304388e+20,4.880549731787697e+19,1.89022878313209e+20,3.6893488147405804e+19,1.1220716365732546e+20,1.7304579824011005e+20,8.846747673106461e+19,7.3786976294776046e+19,1.660206966624613e+20,1.7304579824034044e+20,1.9522198926800794e+20,1.6291723242053704e+20,1.2236185739213537e+20
1.5543502839227872e+20,1.3043817825321227e+20,1.4641649195348748e+20,1.2236185739230398e+20,1.4986205729512604e+20,1.4288786517826426e+20,1.7500118006078872e+20,1.5211574852908076e+20,1.952219892704326e+20,1.4048621740710035e+20,1.7205977427029023e+20,1.750011800608311e+20,1.8812061598736728e+20,1.5099310773553037e+20,1.8538748355457647e+20,1.9081460442013997e+20,1.5760905045445716e+20,1.5323016451558562e+20,1.934710840433556e+20,1.597534898491419e+20,1.9522198927022526e+20,9.406030799406742e+19,1.6499269484895473e+20,0.0,1.8167935928755503e+20,1.576090504543792e+20,1.797966208172016e+20,1.9867751398197723e+20,1.1068046444219893e+20,1.9609157927230764e+20,1.0435054260261932e+20,2.045842885713924e+20,7.378697629482124e+19,1.660206966630758e+20,1.9609157927220842e+20,1.4872240533895407e+20,1.2912720851586595e+20,1.9258966221992038e+20,1.9258966221960816e+20,2.0123022054869926e+20,1.8902287831458434e+20,1.6186952230972516e+20
9.406030799392322e+19,6.390139593970263e+19,8.249634742459774e+19,7.378697629476617e+19,8.652289912063007e+19,9.037022079246182e+19,1.291272085155147e+20,8.453360104313096e+19,1.543365338608571e+20,8.040749325452114e+19,1.2096339023654217e+20,1.3555533118849039e+20,1.4872240533847468e+20,9.406030799398209e+19,1.4524980808561543e+20,1.565258139027922e+20,9.406030799394506e+19,9.223372036841005e+19,1.4872240533839223e+20,1.1068046444206822e+20,1.6805783663389727e+20,4.8805497317867725e+19,1.2374452113670172e+20,7.82629069519405e+19,0.0,1.0596847695587785e+20,1.3173610254159988e+20,1.7500118005967857e+20,6.118092869614854e+19,1.6906720208528595e+20,6.118092869618236e+19,1.844674407348161e+20,3.195069796987707e+19,1.0913240967827833e+20,1.6081498650796193e+20,8.652289912065401e+19,7.144393258918912e+19,1.4757395258889773e+20,1.5868489263880838e+20,1.934710840408769e+20,1.4048621740653545e+20,1.1371336747693197e+20
1.1519987981708971e+20,9.933875699185512e+19,1.0103697841680726e+20,8.453360104319314e+19,1.1068046444210926e+20,1.1068046444206855e+20,1.586848926394153e+20,1.0596847695591819e+20,1.7979662081672076e+20,1.0596847695593737e+20,1.5323016451539236e+20,1.4986205729481448e+20,1.6704237213137463e+20,1.195485650714282e+20,1.6805783663424242e+20,1.788478193608013e+20,1.1519987981711203e+20,1.1519987981709844e+20,1.76934953461428e+20,1.3173610254181841e+20,1.7979662081650475e+20,6.902139622529934e+19,1.4288786517806791e+20,1.027071242637454e+20,1.5652581390350952e+20,0.0,1.4986205729482994e+20,1.8902287831372104e+20,8.249634742465294e+19,1.797966208163859e+20,7.826290695195941e+19,1.9434850842567177e+20,6.118092869619208e+19,1.3302136324598645e+20,1.8167935928665194e+20,1.0913240967834613e+20,9.223372036844254e+19,1.816793592871502e+20,1.7597072310289062e+20,1.986775139802923e+20,1.690672020855794e+20,1.3555533118859767e+20
8.249634742454433e+19,7.144393258915534e+19,7.605787426448518e+19,4.880549731783313e+19,7.826290695188162e+19,7.826290695186617e+19,1.2780279187907745e+20,7.378697629474459e+19,1.5975348984850593e+20,7.605787426447647e+19,1.278027918791721e+20,1.2912720851553201e+20,1.4407367692264014e+20,9.406030799392942e+19,1.4407367692258777e+20,1.649926948482701e+20,8.453360104307342e+19,9.223372036836573e+19,1.5433653386096198e+20,1.0756207731013114e+20,1.639582476924341e+20,4.88054973178742e+19,1.0270712426355007e+20,6.902139622521648e+19,1.3302136324581818e+20,8.249634742452955e+19,0.0,1.7500118005967736e+20,6.1180928696145674e+19,1.6602069666212443e+20,5.534023222111125e+19,1.8167935928575387e+20,2.608763565066291e+19,4.880549731782701e+19,1.6602069666202478e+20,7.826290695187236e+19,7.37869762947816e+19,1.608149865084432e+20,1.576090504534324e+20,1.908146044179821e+20,1.4524980808545545e+20,1.195485650713695e+20
